Strain,Type,CBD,THC,Daytime/Nighttime,Plant Length
Lemon-Wreck,hybrid,0.009018239713552447,0.2636346895064814,DT,4.131607351608059
Allen-Wrench,sativa,0.0006363920294089641,0.27263344900122943,DT,10.689060866296186
Sour-Maui,sativa,0.00045990269064496444,0.32645684671892333,DT,9.952260432170359
Shining-Silver-Haze,sativa,0.00042678578987206706,0.2620230262691421,DT,14.115855550755185
Slazerbeam,sativa,0.00039622824647789255,0.3063826138254007,DT,11.858353379718155
Old-Lyme-Connecticut-Og,hybrid,0.009019228800758183,0.25452558141003123,DT,4.616260941528675
Green-Haze,sativa,0.0004149684169109716,0.2251758605594,DT,14.172414557696417
Salmon-River-Og,indica,0.010046472292949648,0.21002873499116448,DT,5.03983779922232
Abusive-Og,indica,0.014506009702009208,0.22596977688407827,DT,5.6200398461647945
Romulan,indica,0.009994073451225664,0.2536432029329887,DT,3.753069244502676
Sour-Grapes,hybrid,0.009002105795316366,0.24065482667236332,DT,4.21543128235289
Blue-Mountain-Fire,sativa,0.0005412388188042174,0.2921580832196689,DT,16.33121463216318
West-Coast-Dawg,indica,0.019276936633780006,0.2437644970969032,DT,4.297441211774666
Sinai,sativa,0.0005124605218409235,0.22299191270052382,NT,19.383723683786798
Enigma,indica,0.010001180326935305,0.1770597365108843,DT,4.112387925429133
Sugar-Mama,indica,0.009927443519130639,0.2041161339678628,DT,4.5018133764507064
Willy-Wonka,sativa,0.0004911872604079342,0.25534056262414095,DT,13.283110795832396
Blueberry-Cheesecake,hybrid,0.008985633879016634,0.23930726312015113,NT,5.000400121675252
Stella-Blue,sativa,0.000368358303051345,0.304573384649791,DT,15.527724998385567
Tangerine-Man,sativa,0.00033908096128223313,0.2308341441463429,DT,15.282216169680598
Pearl-Scout-Cookies,hybrid,0.00899633460952039,0.23851039322423187,DT,3.7406189969571564
Kali-Dog,hybrid,0.008999666912599066,0.262522563707982,NT,4.677618571459651
Blackberry-Pie,hybrid,0.008980528358438034,0.2503982212815266,DT,5.851227167846721
Lodi-Dodi,hybrid,0.009012989186522173,0.2374683028514075,NT,4.502164061591342
Middlefork,hybrid,0.008990505532863744,0.2543269088381123,DT,3.9169228777493186
Diamond-Og,indica,0.009986748427913203,0.20253664198447804,DT,4.094044065683852
Paris-Og,indica,0.010087884864177237,0.21513739298649068,DT,5.234516238027863
Afghan-Cow,sativa,0.0006043090007213055,0.27130546363053926,DT,11.60472431889136
Cherry-Fire,hybrid,0.009001726673782654,0.24136350722816002,NT,5.427305735104811
Mammoth,hybrid,0.008987853768525017,0.24758518257755618,DT,4.28465610339068
Gucci-Og,hybrid,0.00899721228926143,0.24542810774848914,DT,4.378582636456203
Cbd-Kush,hybrid,0.008998787890599822,0.24503403007340438,NT,6.8659518696976285
Sexxpot,indica,0.01972082531350565,0.199643341682538,DT,4.565755063167712
Funky-Monkey,indica,0.009977762406219205,0.21289306460259638,NT,5.697168689014277
Orange-Cookies,hybrid,0.00899114237823437,0.24650552318895919,DT,5.345652465035507
Kaleidos-Dope,hybrid,0.009000332087617783,0.2667792928241707,NT,5.681667810070218
Sensi-Star,indica,0.009927169297737267,0.20957341583181902,DT,4.1404123396205055
Leagle-Eagle,hybrid,0.008997821825604387,0.25304975283492387,DT,3.4949697326976166
Death-Star,indica,0.010026613208492656,0.1981542375546606,DT,4.001615172849773
Blue-Heron,hybrid,0.00899846425450117,0.2586189784855665,DT,3.8842608704595327
Memory-Loss,sativa,0.00045324813394127225,0.2778594466348179,DT,15.820768347401945
Golden-Tiger,sativa,0.00033611014800779914,0.28774499679698234,DT,19.92567162364857
Pinot-Green,sativa,0.0005106059609726605,0.20905965469002952,DT,15.721017206619837
Lemon-Crme,sativa,0.0006806973945699623,0.2508705953879932,DT,9.639769022516735
Sunshine,sativa,0.0005899904594222205,0.28579083009203066,DT,10.479605241295271
White-Tygh-Dream,indica,0.009952748355769633,0.2524907640464643,DT,5.195590174576838
Purple-Mr-Nice,indica,0.010011724808783746,0.22923253058810417,DT,4.613824658102546
Golden-Soda,hybrid,0.009021642142751694,0.25838198597398837,NT,4.438623759740118
Valentine-X,hybrid,0.009004688794782325,0.2440275620938457,DT,4.453693078506311
Chocoholic,hybrid,0.009009098716173418,0.2394842637946092,DT,5.386931935414384
Old-Toby,hybrid,0.008998638773201674,0.24080578058272356,DT,3.9306191123139396
Tahoe-Purps,indica,0.009956654131289216,0.2037569263087813,DT,5.467287316097824
Martian-Mean-Green,hybrid,0.008988392436928788,0.25290139932787253,DT,4.243754605776856
The-Big-Dirty,hybrid,0.008996342801952346,0.2714607213491124,DT,4.529789977119376
Dirty-Widow,hybrid,0.00901393388295699,0.27100664942949365,DT,4.504896840397259
Blackberry-Bubble,indica,0.010025146719456163,0.24220000809829678,DT,4.702775209139294
Wonder-Kid,indica,0.009999258046951016,0.1948392390605725,NT,5.094187969444018
Double-Dream,hybrid,0.008990594544772149,0.23187043937292906,NT,4.7661584917812885
Birthday-Cake-Kush,hybrid,0.009006128111564544,0.2532508048675558,DT,6.187842628579008
Tyson,indica,0.00998467172148998,0.22615633968541307,NT,3.4050362878644984
Kali-47,sativa,0.00041879067348881294,0.30326131101524234,DT,13.115642624025096
Rebel-God-Smoke,sativa,0.0005284220063010717,0.3476886387504542,DT,14.342701836830821
Black-Velvet,hybrid,0.009007140680681505,0.24268003429233567,NT,6.330548268859516
Snow-Ryder,indica,0.024721359334285722,0.19850238319048225,DT,3.5711974546080514
Frostbite,sativa,0.000374299685133995,0.26626301425837207,DT,10.238675558487987
Tree-Of-Life,hybrid,0.009004259264413728,0.2464480269016693,DT,5.530745844963316
Molokai-Frost,indica,0.022228508181930916,0.21825625867453938,NT,5.618174828579923
Herojuana,indica,0.010047783510124267,0.22395741880298328,DT,5.9695753778837215
Arcticblue,hybrid,0.008989135032429476,0.26517951137770096,DT,3.530587594296137
Maui-Bubble-Gift,hybrid,0.008975579812761113,0.255630676932106,DT,3.0623257037478475
Double-Dream,hybrid,0.009003014973366363,0.25707183900830355,DT,6.202948752000714
Seattle-Cough,sativa,0.0006029508761266833,0.21594363586046333,NT,12.410799696288823
Shipwreck,sativa,0.000722793463881316,0.2587046560766753,DT,11.941666080324152
Travel-Joint,hybrid,0.00900475840151066,0.25494498016363226,DT,4.5517437379228625
Lavender-Jones,hybrid,0.008997672789401799,0.2540281473570558,NT,4.338070544916512
Sage-N-Sour,sativa,0.0007652248704158873,0.2895551257425899,DT,12.124173169289937
Black-Velvet,hybrid,0.00899822771685627,0.25114847310304816,DT,4.657866305194713
Blackberry-Dream,hybrid,0.009009075415635098,0.25950668171683583,DT,5.570637398390875
Hawaiian-Punch,sativa,0.0004308073253633364,0.21970366389747042,DT,12.034529908377657
The-Big-Dirty,hybrid,0.008998977218960525,0.24250932848771917,DT,5.82059709824336
The-Void,hybrid,0.008992502600949677,0.2510744704364471,DT,3.938160295919993
The-Sheriff,hybrid,0.0090118323237637,0.2649107776084132,DT,4.241104763369426
Professor-Chaos,hybrid,0.00899501301464931,0.24209492398107532,DT,5.1617294016347355
G13-Widow,hybrid,0.008999823372423783,0.2473938613843084,DT,6.864370065364433
Black-Cherry-Pie,hybrid,0.009018573011538146,0.25652851182518693,DT,5.804380886519442
Deadhead-Og,hybrid,0.009003586390381669,0.24780497015202216,DT,4.658387164129077
Chocolate-Thunder,sativa,0.0004888574942559001,0.30718959160960635,DT,13.439223413436002
Emerald-Og,indica,0.010016418041040287,0.18764188462103998,DT,4.697773180877024
Raspberry-Cough,sativa,0.0004229531978621224,0.24418239719494622,DT,11.5949785895157
Peaches-And-Cream,hybrid,0.009003694639131754,0.24372129482398525,DT,4.611198371692181
Sour-Diesel,sativa,0.0004821256224552671,0.26118823847548944,DT,5.135265780332329
Sunshine-Daydream,indica,0.010014952065072668,0.206679419334573,NT,5.570193724458835
3-Bears-Og,indica,0.009997967420773716,0.21502193451569926,NT,4.248179902384343
Sweet-Lafayette,indica,0.010017510896104174,0.20055339674170863,NT,5.331482572457344
Viper,sativa,0.00043805019845031585,0.2348181234358274,DT,12.288018749896988
Orange-Blossom,hybrid,0.009003841846378122,0.22114271244870826,DT,4.048300774125009
Tree-Of-Life,hybrid,0.008995490708461715,0.2542926038885498,DT,6.741564779716601
Milky-Way,indica,0.009981885222119942,0.212946051669146,DT,5.48740158158451
Quantum-Kush,sativa,0.0004509662433424941,0.2591014258341167,DT,16.102617258151867
Leda-Uno,sativa,0.0004728674308547029,0.3060803853669825,DT,15.729561354771253
Rockbud,indica,0.010039198520090461,0.24635841280406845,DT,3.8097553187459985
Chocolope,sativa,0.0006539536708482479,0.23571806893269212,DT,8.980124848916844
Savants-Grail,hybrid,0.009011541868465681,0.24715737846489388,DT,6.827809773779113
Bubbas-Bitch,indica,0.010035223869813556,0.17328875106326888,DT,5.309075398346736
Pre-98-Bubba-Kush,indica,0.013372107472630713,0.24128010478972522,DT,6.1789499206606555
Queens-Panties,hybrid,0.009010328046037337,0.265035857143561,DT,5.90456996994297
Harry-Potter,hybrid,0.00900786527388136,0.25489196669794795,DT,4.37083183725902
Xanadu,sativa,0.000541075016827346,0.3128269685879298,DT,11.186029480797865
Endless-Sky,indica,0.009995704769389902,0.2135454471666863,DT,5.631229530482052
Sour-Dream,hybrid,0.008995618533619573,0.24816743782301778,DT,5.511881543702991
Dr-Funk,indica,0.016049146091436935,0.21724732517074188,DT,5.154451647348538
Sour-Willie,sativa,0.00037163506969244516,0.2815277871136042,DT,16.584973402577557
Kaleidos-Dope,hybrid,0.008990563942235496,0.2445156335041004,DT,4.622180135978695
Dr-Funk,indica,0.01000611655152803,0.23263774451978708,DT,5.0315784872417195
Key-Lime-Pie,hybrid,0.008997237460762883,0.2503604899903479,NT,4.306101796039206
Cello-Sweet-Og,hybrid,0.009000168019862212,0.26239157160661714,NT,5.323217345021677
Sour-Poison,sativa,0.00039521021937364556,0.29405325861422815,DT,9.474221073645376
Golden-Soda,hybrid,0.00901085353787209,0.2411034778971588,DT,5.18221098308726
Remedy,indica,0.019214341341565914,0.1536392029498364,DT,4.147213528434373
Brooklyn-Mango,hybrid,0.008998059817582244,0.2580159072263315,DT,6.574474004493112
Crazy-Miss-Hyde,hybrid,0.00900636329497825,0.2480846671154924,DT,4.827549276515174
King-Kush,indica,0.021472138784416474,0.17836831738754955,NT,5.843380901725472
Enigma,indica,0.010049224768111693,0.20020131714318976,DT,3.7943477470624267
Herojuana,indica,0.010028799514708144,0.21815949367695506,DT,5.5159987184331065
Chocolate-Thunder,sativa,0.000504580641675647,0.227783397794059,DT,13.296803534644349
Purple-Dog-Shit,hybrid,0.008991599603551167,0.2640340881605072,DT,4.123644702107603
Venice-Og,sativa,0.0005524637697975717,0.2536965984896765,DT,10.344068914206947
Cackleberry,hybrid,0.008995844486297764,0.23700518988710823,DT,5.905747299213417
Gelato,hybrid,0.008990410657290395,0.2657442875507626,DT,3.9824040045238784
Space-Candy,hybrid,0.008994986233105573,0.247417259668281,DT,5.522689457985746
Cluster-Bomb,hybrid,0.009004982234751723,0.26056730440015996,DT,4.143115467481855
B-Witched,hybrid,0.008990390256615504,0.24917102742653296,NT,4.940083424211966
Afcrack,hybrid,0.009011532010568384,0.24935824280061197,DT,5.0714214563194995
Bogart,hybrid,0.008994430896239568,0.2708450496403479,DT,4.743784479547163
Jenny-Kush,hybrid,0.009006451662936798,0.24302242659225937,DT,6.473649698317071
Silver-Pearl,hybrid,0.009012671586987217,0.26394988102639816,DT,5.058109417812997
C13-Haze,sativa,0.00039280814273649984,0.3526509040800881,DT,14.617953148068157
Tangie,sativa,0.0005120942734500038,0.27319087750434196,DT,9.464179558947903
White-Shark,sativa,0.0005334538213638924,0.25251046249661474,DT,11.187586016557361
Walker-Kush,hybrid,0.008994948236445723,0.2495066899337067,DT,4.787158543557847
G-Force,indica,0.016504416489772144,0.25608923752761087,DT,4.816269710085838
Jillybean,hybrid,0.008986461524004537,0.25330645126286133,DT,6.54491974713919
Russian-Assassin,indica,0.010043578373672434,0.251067862353832,DT,5.557105080389099
Scroopy-Noopers,hybrid,0.0090021888898994,0.28886096268480266,DT,4.602126123206843
Bubba-Kush,indica,0.009969684116005791,0.2368624977724745,DT,4.448382689283722
Scouts-Honor,hybrid,0.009009094336987905,0.24255689730766805,NT,3.687887753587233
Ultraviolet-Og,indica,0.010059993351860273,0.21086943106065503,DT,6.400252919052988
Mud-Bite,indica,0.010056659203558792,0.22114305468553652,NT,6.314079886617558
Cherry-Bomb,hybrid,0.009007926786422663,0.25847439976547265,DT,6.41586666846588
Papas-Og,indica,0.010016622463803937,0.19259908432365055,NT,6.1548144120225095
Yeti-Og,indica,0.009934858283371055,0.22437093661238872,NT,5.775926673245256
Blue-Train,hybrid,0.009005877082509725,0.2501361871795835,DT,3.8125288942586604
Hawaii-78,sativa,0.0004929776868195613,0.2556704230582826,DT,14.58057867651556
Banana-Og,hybrid,0.00898423875210753,0.24934438766857872,NT,5.4186204105520295
Black-Label-Kush,indica,0.010127321898982323,0.2389294220731769,DT,5.617671432114349
Lemon-Marmalade,hybrid,0.009006910092869155,0.2545043616554335,DT,5.486615790925442
Moby-Dick,sativa,0.00045866829458003833,0.29365338420626225,DT,14.112089815148732
Earthquake,hybrid,0.009004660449971447,0.24994118863562678,NT,2.0799244952320493
Georgia-Pine,hybrid,0.008986444455970138,0.2560858277409069,DT,6.948861880766636
Pineapple-Sage,sativa,0.00040432531926572836,0.2617903724611312,DT,11.170413946212511
Higher-Power,sativa,0.0003315098142617749,0.2774433905151221,DT,18.293690281185118
Lemon-Pie,sativa,0.0005823556797789034,0.2523958751170018,DT,11.905375313988198
Donegal,hybrid,0.008997749832237594,0.2658470552288374,DT,4.3396986103459305
Mc1,hybrid,0.00901409781729374,0.2451263609298503,DT,6.205883814450564
Haze-Heaven,hybrid,0.008994443300506966,0.25127768320567,NT,7.303310925224455
Red-Eye-Og,indica,0.021195481839544113,0.22711945708106324,DT,4.830892053787332
Cadillac-Purple,indica,0.009916464650433408,0.22614718682360838,NT,4.476000759910893
Lemon-Fire,hybrid,0.009014049904495405,0.2560937019715428,DT,5.141825917042303
Jahwaiian,sativa,0.0004792024196572757,0.30704509645371447,DT,11.525281525419096
Super-Chronic,indica,0.017207588906159102,0.21770254080654472,DT,3.835694353761864
Concord-Grape-Blockhead,hybrid,0.008985757812467384,0.255190963729379,DT,2.94496135826802
Oldtimers-Haze,sativa,0.0005505909558755343,0.3125836409246106,DT,13.420598397857669
Pure-Og,indica,0.01004657264551155,0.22335840061181603,DT,5.361827797583816
Tranquil-Elephantizer-Remix,indica,0.009979554834166035,0.22806793612689524,NT,3.6533597204203856
Cookie-Monster,indica,0.010004948649424195,0.21511148982657852,DT,6.05143403129694
Frisian-Dew,hybrid,0.00899103595552417,0.2625515975214996,DT,4.98678111777853
Shangri-La,hybrid,0.009011208778657735,0.24666016427285098,DT,3.8238345097073982
Thai,sativa,0.0005070714084409688,0.35621600330048836,DT,8.913748791399673
Blowfish,hybrid,0.009010767225195686,0.24521246072723643,DT,5.091994523797441
Grimmdica,indica,0.010063193910078271,0.22600649302407846,DT,6.56770346233955
Xxx-Og,indica,0.009956066936187603,0.21899050336785758,DT,3.7627592960451928
Atomic-Northern-Lights,hybrid,0.008986812710254621,0.25577476906465973,DT,4.910581073535811
White-Tygh-Dream,indica,0.010068722180283034,0.202442005163837,DT,5.910564602855027
Purple-Crack,hybrid,0.00903467946246195,0.24491383568198,NT,5.708263347066907
Chemdawg-4-X-Alien-Og-Kush,hybrid,0.008991188987925969,0.2580069028220066,DT,5.615944588725765
Washing-Machine,indica,0.022604907494647372,0.24723020442998395,DT,5.536564458563728
Kali-China,indica,0.010015394858799301,0.22424930419450348,DT,5.636881025955393
Thaidal-Wave,hybrid,0.009010955606044414,0.2422423668830174,DT,4.746563635818413
Goat,hybrid,0.008994617375507387,0.25382660671869667,NT,4.30688037537316
Dreamers-Glass,hybrid,0.008982579669903745,0.2591207499321364,DT,5.267673682271616
Blue-Sky,hybrid,0.00900230855792488,0.24598382822236092,DT,3.5388912602937026
Blurple,hybrid,0.008992056643250153,0.24611282345362828,DT,4.062711414566844
Purple-Power,sativa,0.0005463091310748399,0.2592913541136005,NT,14.047941278597275
Throwback-Kush,indica,0.009975119617985804,0.22784254987436658,DT,5.038172488145025
Bubba-Kush,indica,0.009972982937703972,0.23610345863576407,NT,4.68293632629768
Lemon-Larry-Lavender,hybrid,0.009013657463164348,0.24671607026493714,DT,5.465864277206371
Jack-Wreck,sativa,0.0005965879209729631,0.21690905620888384,DT,8.332173526307548
Chocolope,sativa,0.0005296046357604025,0.31948620574857073,DT,13.903649776539662
Blukashima,hybrid,0.008987621793362604,0.25043390396558346,DT,2.7327428491302133
White-Kryptonite,indica,0.00997324891274231,0.18835174556757664,DT,4.602681735424435
Transformer,hybrid,0.009009672391222861,0.24869155576390706,DT,4.951310594618597
Purple-Bush,indica,0.009993744383638292,0.23507243880581594,NT,4.504567556120947
Caramelo,sativa,0.0005351621647578904,0.3042010650645154,DT,16.953601802115536
Mothers-Milk,hybrid,0.009000391572629688,0.2584126666876059,DT,6.634838912309899
Phatt-Frutty,indica,0.009984891227498249,0.2377725373568308,DT,5.638083253167704
Sky-Master,sativa,0.0006219385566204461,0.2669693430032388,DT,14.28918142305115
Platinum-Kush,indica,0.010015246415675463,0.2180835459795785,NT,5.046056020119685
Mothers-Finest,sativa,0.0004469168912627752,0.24921207138284387,DT,14.359712068099102
Charlottes-Web,sativa,0.0005290796238123015,0.31066543639333744,DT,8.838008262530243
Harmonia,indica,0.018775679550891294,0.18960247787779994,DT,4.200059894814538
Berry-White,indica,0.009975014019129017,0.22204142268724655,DT,6.325271420114742
Hoodwreck,sativa,0.0004220881145531788,0.2968351232995511,DT,8.152541417568784
Hawaiian-Trinity,hybrid,0.008996583610170437,0.2651422691548914,DT,3.255104157467289
Wally-Og,hybrid,0.009016561961118354,0.23922822426575358,NT,5.2338306620658015
Sweet-Cheese,sativa,0.0005024801042038293,0.28071096371690446,DT,10.881660104178883
North-American-Sativa,sativa,0.0004547977109653903,0.30644673392533944,DT,9.623368947920774
Ayahuasca-Purple,indica,0.009976928034241305,0.20023334266837944,DT,4.8720625859852245
Blue-Wreck,hybrid,0.008998950905980253,0.24240149580894052,DT,5.9088078481373945
Fighting-Buddha,sativa,0.0004948263029731702,0.35610288896093734,DT,9.945172061143406
Chem-Jack,hybrid,0.008993408981722708,0.2591854169063309,DT,5.178721814703737
Og-Shark,hybrid,0.009002504071745984,0.23262382359023273,DT,3.5853428440766457
Chemdawg-Sour-Diesel,hybrid,0.008992991444441463,0.24744220966686212,DT,6.1649175700319425
Pacific-Blue,indica,0.02595842115695844,0.20207603878124425,NT,5.725041582425467
Citrus-Punch,sativa,0.00046865583082937996,0.2785053593157388,DT,11.701735136487871
Aurora-Borealis,indica,0.022426886691328966,0.21373689649457883,NT,2.277006921197443
Hawaiian-Snow,sativa,0.0006301720039612658,0.28451414174233336,DT,11.635582992430152
Citrus-Sap,hybrid,0.008985450682611145,0.2623819205793571,DT,3.1391245175044555
Django,sativa,0.00071316774597413,0.3177157698744129,DT,10.725573403060856
303-Og,indica,0.017322745364493422,0.20497514344131923,DT,4.8617400982183705
Kerala-Krush,sativa,0.0005131312376841654,0.3616270512237486,DT,12.846730945805165
Green-Monster,hybrid,0.00898922099076543,0.24999919097065973,DT,4.730499295906933
Jackalope,sativa,0.0004925545593082207,0.27709167462982365,DT,12.165065195777355
Tigers-Milk,indica,0.010079490290769577,0.2154486318929043,NT,6.241122293507359
Guava-Kush,hybrid,0.00900002567305701,0.25884022492552583,DT,6.560427365251929
Mother-Tongue,sativa,0.0002790926604125328,0.3074252416435977,DT,11.971673835323422
Romulan-Grapefruit,hybrid,0.00900589147869942,0.2419987267369133,NT,6.018134864643132
Raindance,hybrid,0.009002329581475852,0.25491223186380474,DT,5.491382562842779
Hollands-Hope,indica,0.019577528901582982,0.22154660445799862,NT,4.629385736472042
Pink-Starburst,hybrid,0.008993738467626272,0.25729509046648397,DT,6.281348667778933
Lucy,hybrid,0.008992908583982167,0.25708110170836973,DT,4.107586575288651
Durga-Mata,indica,0.017359263178064292,0.1860159891976016,DT,5.19614790618122
Berry-Bomb,hybrid,0.009016153627537535,0.2528714609602704,DT,4.3416692770391485
Ak-47,hybrid,0.008987285864088784,0.2519129238546523,NT,7.208498498521179
Zeus-Og,hybrid,0.009009522380743058,0.2535114247000067,DT,4.200703082640058
Blue-Afghani,indica,0.010041866551625438,0.2160096953633153,DT,5.248769674138884
Cindy-White,hybrid,0.009013240228717682,0.2473022255647615,DT,4.888176414600398
Megalodon,sativa,0.00046049464737895224,0.27637889394505033,DT,13.118167792967295
Afghanica,hybrid,0.009001059248058512,0.24756699856172582,NT,4.5433168649536615
Thai-Tanic,sativa,0.000498207159685296,0.3328119074082469,DT,10.927073279244308
Rudeboi-Og,hybrid,0.008996018794711737,0.24047033716983196,NT,5.853541077443069
Snow-Lotus,hybrid,0.009015073892216598,0.2447224916545019,DT,4.340076606750909
Space-Queen,hybrid,0.008995886519933704,0.24106126841249154,DT,6.374927250268655
Tuna-Og,hybrid,0.008988131758115065,0.2608002428095675,DT,4.972729999224896
Sour-Jack,sativa,0.0003452495129785156,0.27177628431505974,DT,7.405915609669952
Zoom-Pie,indica,0.009963797532720664,0.22321055539424095,DT,5.056241653644694
Super-Cheese,indica,0.016910264596181765,0.18333725803794457,DT,5.757103359770265
Viper,sativa,0.00055072408767617,0.28169778556283165,DT,11.471991755914978
Death-Star,indica,0.009931483509008267,0.19815264855703696,DT,6.319232613027461
Mandala-1,hybrid,0.009018248349460264,0.24250169035775485,DT,5.686419498253663
Godfather-Purple-Kush,indica,0.010039227475146765,0.20516898497528005,DT,6.1308540531445015
Central-American,sativa,0.00032661737825279174,0.20446679417230804,DT,10.644076750772827
Haze-Berry,sativa,0.0005604018738520842,0.2838618583079562,DT,12.12869213119509
Chocolate-Thai,sativa,0.0005391780715337158,0.2785790973466439,DT,15.233400203598526
Granddaddy-Purple,indica,0.010109566715270763,0.23864681639042648,DT,6.425006687842087
Hercules,hybrid,0.009005297675953868,0.2486640852667723,DT,4.9469072109288375
Mothers-Helper,hybrid,0.009002456674325135,0.25407075614521835,NT,4.1067728713993485
Limon,sativa,0.0006221665503641402,0.23662107888859285,DT,13.399274913879921
Super-Chronic,indica,0.027414705549253963,0.2099556553926419,DT,5.512393579769977
Sour-Dream,hybrid,0.00899336288675928,0.2471029593403711,DT,4.755462819856876
Blue-Ivy,hybrid,0.009008470869419615,0.2593511563636824,DT,4.590460130420913
Master-Kush,indica,0.010035802159708411,0.2336656633488645,DT,4.381923436129436
Chocolate-Drop,hybrid,0.009012363197909,0.25051921700201496,DT,5.178849633677255
Catfish,sativa,0.00040964350273195487,0.29937244501674415,DT,11.706952851809383
Vanilluna,hybrid,0.009011887028175972,0.2619403744630999,DT,4.974963634593834
Diesel-Duff,hybrid,0.00900486566454532,0.2568444203852028,DT,7.150965115135713
California-Hash-Plant,indica,0.010022371478449983,0.18769433788560724,DT,5.815052666011527
Sonoma-Coma,sativa,0.0006021309750833669,0.32337533673022206,DT,11.944429855581857
Super-Sour-Skunk,hybrid,0.009000124997557157,0.2533014849247213,NT,4.27129448338898
Kaboom,sativa,0.00048011402759430625,0.25846011845746253,DT,12.476678571180075
Acid,hybrid,0.00898270939589623,0.24704382352284185,DT,2.7915706863346186
Fighting-Buddha,sativa,0.0004955327882649426,0.2946355205591817,DT,12.154158495783678
Golden-Tangie,sativa,0.0005431893294289778,0.20207973792979503,DT,17.430572308584807
Pearl-Scout-Cookies,hybrid,0.009004812415736136,0.22768415597912495,DT,5.440589856793047
Darth-Vader-Og,indica,0.010082136267469833,0.23424724227742202,DT,4.588950032074652
Armageddon,hybrid,0.009012500382543481,0.27587064222921676,DT,5.643535986652081
Queso,hybrid,0.008998520754994648,0.25702459560280994,DT,5.453888040184077
Blackberry-Pie,hybrid,0.00898747636909957,0.24322008258216665,DT,3.50550843038807
Afrikaner,sativa,0.00044998129254894553,0.3149000819020343,DT,17.724169775889223
Killing-Fields,sativa,0.0005523216875124128,0.29677627929622624,DT,11.622194851971265
Sourlope,sativa,0.00040205572694525433,0.2995351484898086,DT,12.168596686015738
The-Loops,indica,0.009957448960008048,0.24689215256862135,NT,4.938307224063946
White-Smurf,hybrid,0.008984744352491298,0.2537386540295942,DT,4.6461542784077
Haleighs-Hope,hybrid,0.008991885140310232,0.2467915859723993,DT,7.0357271499463785
Devil-Fruit,indica,0.010004313900220592,0.21174974013195183,DT,4.426940835878587
Chemdawg-91,hybrid,0.00899300227722666,0.25143257887793435,DT,5.455737067389703
Silver-Back,hybrid,0.009013070628909717,0.24632919673916212,DT,5.219101492585543
Starbud,indica,0.009991699298896175,0.25772546208157315,DT,4.210212654806787
Trident,hybrid,0.009011186921321348,0.23079839731990096,DT,5.991794409703859
Sour-Patch-Kiss,hybrid,0.008995393702676196,0.2370829973463145,DT,3.8234657673652235
Concord-Grape-Blockhead,hybrid,0.00900853637138272,0.26516864663852924,DT,4.747398695682909
Blue-Velvet,hybrid,0.009011208232607959,0.2387648276302048,DT,6.71884512662781
Carnival,sativa,0.0005698678764068422,0.24032195906909873,DT,10.66700192677208
Green-Ribbon,hybrid,0.008985761648320387,0.2649678820139314,NT,5.028213441240874
Durban-Berry,hybrid,0.009025595955534434,0.23755346117672385,DT,4.424854396734766
Negra-44,indica,0.01699349906040427,0.1725010187601379,DT,5.245544661802238
Purple-Buddha,indica,0.009934649907289728,0.23022650376323506,DT,3.543583593890186
Lucid-Bolt,indica,0.009994802504540256,0.21836907714143572,DT,6.207752974021618
Sourlope,sativa,0.0005871380104994736,0.2955115236430171,DT,14.524868113015403
Permafrost,hybrid,0.009006717975996776,0.2321961854971914,DT,4.99753999488429
Cbd-Lilly,sativa,0.0006156090904930626,0.3016906957930088,DT,5.824256250627012
White-Romulan,hybrid,0.009023709007758013,0.2549784909917356,NT,5.956724202793401
Shiatsu-Kush,hybrid,0.008980171055361362,0.25338774352409527,DT,5.191531541224454
Platinum-Sour-Diesel,hybrid,0.008999010563415179,0.23487704978521337,DT,2.682680649077435
Blueberry-Ak,hybrid,0.008990507152682636,0.23998696504321124,DT,4.790969491821425
White-Gorilla,hybrid,0.009001581142777191,0.27277042658863326,DT,5.070006435689422
Fast-Eddy,hybrid,0.00899171565137719,0.25237484853375186,DT,5.703298396683761
Acapulco-Gold,sativa,0.0005645395093045668,0.32648200885892187,DT,9.43704049146168
Matsu,indica,0.0100542806453961,0.21018985431994708,DT,4.710899771879293
Platinum-Kush,indica,0.010026934932324445,0.2001454434263312,DT,4.834557214495227
Hawaiian-Fire,hybrid,0.008986496905459957,0.247319189588163,DT,4.892181579983902
Purple-Cream,indica,0.009992087231584163,0.2094524642586054,DT,3.310660061794601
Chuckys-Bride,hybrid,0.009006128112369378,0.27833964316226906,DT,4.268789097818764
Big-Sky-Og,hybrid,0.008994099200565547,0.24395683476721552,DT,4.220284322705112
Congo,sativa,0.00045186628880456835,0.2626742071478019,DT,8.944423160924783
American-Dream,hybrid,0.008993701925096229,0.24627751370953369,DT,4.243536013502627
Fucking-Incredible,indica,0.010015401901627058,0.1947270582918876,DT,5.2503117874349226
Qush,indica,0.010054886904334709,0.23314606341082694,NT,5.017474546764742
White-Ryder,hybrid,0.008993737531436147,0.2543514070555837,DT,5.441826977199005
Pia-Collision,sativa,0.0004176064853131393,0.2756970184255871,DT,9.57085682820148
Arjans-Strawberry-Haze,sativa,0.0001231828109367983,0.2566499267499086,DT,11.932210794038529
Black-84,indica,0.025861578975054908,0.2002211932795091,DT,4.379271739715264
Ifc-Og,indica,0.024108084022332645,0.23669694350519552,DT,4.978551698925665
